Date,Open,High,Low,Close,Adj Close,Volume
2004-12-06,450.000000,450.000000,421.875000,427.500000,427.453613,46008884
2004-12-07,433.125000,438.750000,427.500000,438.750000,438.702393,4075555
2004-12-08,438.750000,438.750000,427.500000,427.500000,427.453613,17117776
2004-12-09,427.500000,427.500000,427.500000,427.500000,427.453613,12977776
2004-12-10,421.875000,433.125000,416.250000,433.125000,433.078003,13448888
2004-12-13,433.125000,433.125000,427.500000,427.500000,427.453613,5226666
2004-12-14,427.500000,427.500000,416.250000,427.500000,427.453613,17888887
2004-12-15,433.125000,433.125000,427.500000,427.500000,427.453613,3131111
2004-12-16,433.125000,438.750000,433.125000,438.750000,438.702393,11766665
2004-12-17,438.750000,450.000000,438.750000,450.000000,449.951141,21455553
2004-12-20,444.375000,444.375000,438.750000,438.750000,438.702393,708889
2004-12-21,438.750000,461.250000,438.750000,455.625000,455.575562,48162217
2004-12-22,455.625000,489.375000,455.625000,472.500000,472.448700,68313327
2004-12-23,478.125000,478.125000,455.625000,472.500000,472.448700,16422221
2004-12-27,466.875000,478.125000,466.875000,478.125000,478.073120,9386666
2004-12-28,478.125000,483.750000,472.500000,478.125000,478.073120,12217777
2004-12-29,478.125000,483.750000,461.250000,466.875000,466.824310,11902221
2004-12-30,461.250000,466.875000,455.625000,466.875000,466.824310,9822221
2005-01-03,461.250000,478.125000,461.250000,478.125000,478.073120,13286665
2005-01-04,472.500000,472.500000,461.250000,466.875000,466.824310,12077777
2005-01-05,466.875000,489.375000,466.875000,472.500000,472.448700,40879996
2005-01-06,472.500000,483.750000,466.875000,472.500000,472.448700,41939996
2005-01-07,472.500000,495.000000,472.500000,478.125000,478.073120,89455547
2005-01-10,483.750000,483.750000,461.250000,472.500000,472.448700,18057776
2005-01-11,478.125000,523.125000,478.125000,506.250000,506.195007,139859986
2005-01-12,506.250000,511.875000,495.000000,506.250000,506.195007,32948886
2005-01-13,511.875000,523.125000,511.875000,517.500000,517.443848,42035551
2005-01-14,511.875000,523.125000,506.250000,523.125000,523.068176,9579999
2005-01-17,523.125000,534.375000,523.125000,534.375000,534.317017,26859997
2005-01-18,540.000000,573.750000,540.000000,562.500000,562.438965,73106659
2005-01-19,573.750000,573.750000,562.500000,562.500000,562.438965,43226662
2005-01-20,568.125000,590.625000,568.125000,585.000000,584.936523,46279995
2005-01-24,585.000000,601.875000,568.125000,573.750000,573.687744,80355548
2005-01-25,579.375000,585.000000,556.875000,562.500000,562.438965,26062220
2005-01-26,556.875000,556.875000,551.250000,556.875000,556.814514,18875554
2005-01-27,556.875000,562.500000,556.875000,562.500000,562.438965,3984444
2005-01-28,556.875000,556.875000,551.250000,556.875000,556.814514,4597777
2005-01-31,556.875000,585.000000,545.625000,585.000000,584.936523,31871108
2005-02-01,585.000000,590.625000,573.750000,579.375000,579.312195,57839994
2005-02-02,585.000000,590.625000,573.750000,590.625000,590.560852,54371106
2005-02-03,596.250000,601.875000,579.375000,590.625000,590.560852,51657773
2005-02-04,585.000000,590.625000,585.000000,590.625000,590.560852,6097777
2005-02-07,590.625000,607.500000,590.625000,590.625000,590.560852,30035553
2005-02-08,596.250000,601.875000,590.625000,590.625000,590.560852,6664444
2005-02-11,601.875000,601.875000,590.625000,596.250000,596.185181,1380000
2005-02-14,596.250000,596.250000,585.000000,585.000000,584.936523,9953332
2005-02-15,590.625000,590.625000,579.375000,579.375000,579.312195,15575554
2005-02-16,585.000000,590.625000,562.500000,573.750000,573.687744,48575551
2005-02-17,573.750000,579.375000,568.125000,573.750000,573.687744,11922221
2005-02-18,573.750000,573.750000,573.750000,573.750000,573.687744,4482222
2005-02-21,579.375000,585.000000,573.750000,573.750000,573.687744,14153332
2005-02-22,585.000000,585.000000,573.750000,573.750000,573.687744,6571110
2005-02-23,579.375000,579.375000,568.125000,568.125000,568.063293,9502221
2005-02-24,573.750000,573.750000,568.125000,568.125000,568.063293,3308889
2005-02-25,568.125000,568.125000,556.875000,562.500000,562.438965,2280000
2005-02-28,562.500000,562.500000,545.625000,551.250000,551.190186,12368888
2005-03-01,556.875000,562.500000,556.875000,562.500000,562.438965,7717777
2005-03-02,562.500000,562.500000,551.250000,556.875000,556.814514,8968888
2005-03-03,562.500000,568.125000,551.250000,568.125000,568.063293,5462222
2005-03-04,568.125000,573.750000,568.125000,568.125000,568.063293,13495554
2005-03-07,573.750000,573.750000,568.125000,573.750000,573.687744,3615555
2005-03-08,573.750000,596.250000,573.750000,585.000000,584.936523,46599995
2005-03-09,585.000000,590.625000,573.750000,573.750000,573.687744,5617777
2005-03-10,573.750000,596.250000,573.750000,596.250000,596.185181,13597776
2005-03-14,585.000000,641.250000,585.000000,635.625000,635.556030,54095550
2005-03-15,641.250000,652.500000,618.750000,624.375000,624.307129,18326665
2005-03-16,641.250000,646.875000,630.000000,630.000000,629.931641,15331110
2005-03-17,641.250000,641.250000,630.000000,635.625000,635.556030,6577777
2005-03-18,641.250000,641.250000,635.625000,635.625000,635.556030,3491111
2005-03-21,635.625000,635.625000,607.500000,607.500000,607.434082,5588888
2005-03-22,607.500000,618.750000,601.875000,613.125000,613.058472,3246666
2005-03-23,607.500000,607.500000,596.250000,596.250000,596.185181,1357778
2005-03-24,596.250000,601.875000,585.000000,590.625000,590.560852,2984444
2005-03-28,590.625000,590.625000,568.125000,573.750000,573.687744,4715555
2005-03-29,551.250000,568.125000,551.250000,562.500000,562.438965,4188888
2005-03-30,562.500000,568.125000,551.250000,551.250000,551.190186,797778
2005-03-31,562.500000,562.500000,551.250000,551.250000,551.190186,4040000
2005-04-01,551.250000,579.375000,551.250000,568.125000,568.063293,5364444
2005-04-04,579.375000,613.125000,579.375000,613.125000,613.058472,17406665
2005-04-05,618.750000,663.750000,618.750000,652.500000,652.429138,55424439
2005-04-06,669.375000,736.875000,669.375000,731.250000,731.170593,49486662
2005-04-07,742.500000,781.875000,720.000000,731.250000,731.170593,46457773
2005-04-08,731.250000,736.875000,697.500000,714.375000,714.297546,6208888
2005-04-11,703.125000,708.750000,691.875000,697.500000,697.424194,8935555
2005-04-12,697.500000,742.500000,691.875000,720.000000,719.921875,3184444
2005-04-13,725.625000,731.250000,720.000000,720.000000,719.921875,5446666
2005-04-14,720.000000,725.625000,708.750000,720.000000,719.921875,3531111
2005-04-15,720.000000,720.000000,703.125000,703.125000,703.048645,2160000
2005-04-18,697.500000,697.500000,646.875000,658.125000,658.053589,15806665
2005-04-19,669.375000,669.375000,646.875000,646.875000,646.804810,10728888
2005-04-20,658.125000,675.000000,652.500000,652.500000,652.429138,2991111
2005-04-21,652.500000,652.500000,624.375000,641.250000,641.180359,6542222
2005-04-25,641.250000,641.250000,590.625000,590.625000,590.560852,4153333
2005-04-26,601.875000,618.750000,585.000000,618.750000,618.682739,9973332
2005-04-27,618.750000,630.000000,613.125000,613.125000,613.058472,3602222
2005-04-28,624.375000,624.375000,596.250000,601.875000,601.809692,3924444
2005-04-29,596.250000,596.250000,579.375000,579.375000,579.312195,6064444
2005-05-02,585.000000,585.000000,573.750000,579.375000,579.312195,4688888
2005-05-03,585.000000,596.250000,585.000000,596.250000,596.185181,6148888
2005-05-04,601.875000,618.750000,601.875000,613.125000,613.058472,10208888
2005-05-06,618.750000,675.000000,618.750000,646.875000,646.804810,29346664
2005-05-09,646.875000,658.125000,646.875000,652.500000,652.429138,10742221
2005-05-10,652.500000,652.500000,624.375000,624.375000,624.307129,8339999
2005-05-11,613.125000,624.375000,596.250000,607.500000,607.434082,26708886
2005-05-12,613.125000,624.375000,613.125000,613.125000,613.058472,8257777
2005-05-13,607.500000,618.750000,607.500000,618.750000,618.682739,2502222
2005-05-16,613.125000,613.125000,601.875000,613.125000,613.058472,2377778
2005-05-17,618.750000,658.125000,607.500000,658.125000,658.053589,39459996
2005-05-18,663.750000,697.500000,663.750000,697.500000,697.424194,56762217
2005-05-19,708.750000,720.000000,686.250000,720.000000,719.921875,30757775
2005-05-20,720.000000,720.000000,691.875000,691.875000,691.799988,4417777
2005-05-23,691.875000,691.875000,680.625000,680.625000,680.551086,1693333
2005-05-25,691.875000,714.375000,686.250000,697.500000,697.424194,16726665
2005-05-26,686.250000,703.125000,686.250000,703.125000,703.048645,2833333
2005-05-27,703.125000,703.125000,697.500000,697.500000,697.424194,2491111
2005-05-30,691.875000,703.125000,686.250000,703.125000,703.048645,1735555
2005-05-31,708.750000,714.375000,703.125000,708.750000,708.673157,6577777
2005-06-01,708.750000,714.375000,703.125000,714.375000,714.297546,4946666
2005-06-02,720.000000,742.500000,720.000000,742.500000,742.419373,25862220
2005-06-03,742.500000,748.125000,731.250000,742.500000,742.419373,22233331
2005-06-06,736.875000,742.500000,736.875000,742.500000,742.419373,2282222
2005-06-07,742.500000,765.000000,742.500000,759.375000,759.292603,17439998
2005-06-08,759.375000,793.125000,753.750000,793.125000,793.039001,26013331
2005-06-09,770.625000,793.125000,765.000000,770.625000,770.541260,10771110
2005-06-10,776.250000,905.625000,776.250000,900.000000,899.902283,46479995
2005-06-13,900.000000,922.500000,826.875000,843.750000,843.658386,32548886
2005-06-14,843.750000,843.750000,821.250000,843.750000,843.658386,22131109
2005-06-15,843.750000,849.375000,838.125000,838.125000,838.034119,20471109
2005-06-16,843.750000,849.375000,832.500000,843.750000,843.658386,5148888
2005-06-17,843.750000,849.375000,843.750000,843.750000,843.658386,3493333
2005-06-20,843.750000,883.125000,843.750000,877.500000,877.404785,27537775
2005-06-21,877.500000,877.500000,843.750000,849.375000,849.282776,10882221
2005-06-22,849.375000,860.625000,843.750000,849.375000,849.282776,2764444
2005-06-23,866.250000,866.250000,849.375000,849.375000,849.282776,2875555
2005-06-24,855.000000,855.000000,849.375000,849.375000,849.282776,1444444
2005-06-27,855.000000,866.250000,855.000000,860.625000,860.531616,3120000
2005-06-28,860.625000,860.625000,843.750000,849.375000,849.282776,2917777
2005-06-29,849.375000,849.375000,843.750000,849.375000,849.282776,3442222
2005-06-30,849.375000,849.375000,843.750000,849.375000,849.282776,1795555
2005-07-01,849.375000,849.375000,843.750000,849.375000,849.293274,1642222
2005-07-04,849.375000,849.375000,843.750000,843.750000,843.668823,1233333
2005-07-05,866.250000,871.875000,849.375000,849.375000,849.293274,7146666
2005-07-06,855.000000,866.250000,849.375000,866.250000,866.166687,7133333
2005-07-07,866.250000,866.250000,838.125000,838.125000,838.044434,4166666
2005-07-08,855.000000,855.000000,838.125000,849.375000,849.293274,3533333
2005-07-11,849.375000,855.000000,843.750000,855.000000,854.917786,3942222
2005-07-12,855.000000,855.000000,843.750000,843.750000,843.668823,2873333
2005-07-13,843.750000,843.750000,821.250000,821.250000,821.171082,12426665
2005-07-14,832.500000,832.500000,821.250000,832.500000,832.419861,2586666
2005-07-15,821.250000,832.500000,821.250000,832.500000,832.419861,2420000
2005-07-18,821.250000,821.250000,748.125000,765.000000,764.926392,84093325
2005-07-19,765.000000,765.000000,731.250000,742.500000,742.428528,40184440
2005-07-20,742.500000,776.250000,742.500000,776.250000,776.175293,21886664
2005-07-21,776.250000,776.250000,753.750000,776.250000,776.175293,18215554
2005-07-22,770.625000,787.500000,770.625000,787.500000,787.424194,29295553
2005-07-25,787.500000,787.500000,765.000000,787.500000,787.424194,16073332
2005-07-26,770.625000,793.125000,753.750000,753.750000,753.677490,19304443
2005-07-27,759.375000,770.625000,753.750000,765.000000,764.926392,12942221
2005-07-28,765.000000,860.625000,731.250000,849.375000,849.293274,141531097
2005-07-29,832.500000,832.500000,708.750000,720.000000,719.930786,128351098
2005-08-01,697.500000,703.125000,669.375000,686.250000,686.184021,175511094
2005-08-02,675.000000,708.750000,675.000000,697.500000,697.432800,111759989
2005-08-03,703.125000,753.750000,703.125000,753.750000,753.677490,217008867
2005-08-04,753.750000,759.375000,714.375000,720.000000,719.930786,114155544
2005-08-05,720.000000,731.250000,708.750000,714.375000,714.306335,90502213
2005-08-08,714.375000,720.000000,708.750000,714.375000,714.306335,42295551
2005-08-09,714.375000,720.000000,697.500000,703.125000,703.057312,68859993
2005-08-10,703.125000,714.375000,703.125000,708.750000,708.681885,56955550
2005-08-11,708.750000,714.375000,703.125000,708.750000,708.681885,14864443
2005-08-12,708.750000,725.625000,708.750000,714.375000,714.306335,118239988
2005-08-15,714.375000,731.250000,708.750000,714.375000,714.306335,79064437
2005-08-16,714.375000,720.000000,708.750000,714.375000,714.306335,23848887
2005-08-18,714.375000,714.375000,703.125000,703.125000,703.057312,50457773
2005-08-19,708.750000,714.375000,697.500000,708.750000,708.681885,121008877
2005-08-22,708.750000,708.750000,697.500000,703.125000,703.057312,38911107
2005-08-23,703.125000,708.750000,703.125000,703.125000,703.057312,35324441
2005-08-24,703.125000,703.125000,680.625000,680.625000,680.559509,123744432
2005-08-25,686.250000,703.125000,686.250000,703.125000,703.057312,29917775
2005-08-26,703.125000,753.750000,703.125000,748.125000,748.053101,112597767
2005-08-29,748.125000,748.125000,675.000000,686.250000,686.184021,94951102
2005-08-30,675.000000,736.875000,675.000000,736.875000,736.804138,166902206
2005-08-31,736.875000,759.375000,731.250000,748.125000,748.053101,76288881
2005-09-01,725.625000,753.750000,720.000000,753.750000,753.677490,27851108
2005-09-05,748.125000,759.375000,742.500000,759.375000,759.301941,26717775
2005-09-06,759.375000,776.250000,759.375000,765.000000,764.926392,41806662
2005-09-07,765.000000,770.625000,748.125000,759.375000,759.301941,23259998
2005-09-08,753.750000,770.625000,753.750000,770.625000,770.550781,39444440
2005-09-09,770.625000,804.375000,765.000000,793.125000,793.048767,118986655
2005-09-12,798.750000,815.625000,787.500000,787.500000,787.424194,25204442
2005-09-13,793.125000,793.125000,776.250000,787.500000,787.424194,11046666
2005-09-14,781.875000,787.500000,770.625000,776.250000,776.175293,13448888
2005-09-15,776.250000,781.875000,765.000000,781.875000,781.799805,7666666
2005-09-16,781.875000,810.000000,781.875000,810.000000,809.922058,41075551
2005-09-19,821.250000,832.500000,815.625000,826.875000,826.795532,38468885
2005-09-20,821.250000,821.250000,793.125000,810.000000,809.922058,19855554
2005-09-21,810.000000,810.000000,804.375000,810.000000,809.922058,14657776
2005-09-22,804.375000,804.375000,765.000000,781.875000,781.799805,43035551
2005-09-23,776.250000,776.250000,753.750000,759.375000,759.301941,43197773
2005-09-26,765.000000,765.000000,753.750000,759.375000,759.301941,44713329
2005-09-27,765.000000,793.125000,765.000000,793.125000,793.048767,50388884
2005-09-28,798.750000,815.625000,776.250000,781.875000,781.799805,27828886
2005-09-29,815.625000,815.625000,781.875000,815.625000,815.546509,18
2005-09-30,815.625000,821.250000,810.000000,815.625000,815.546509,18
2005-10-03,815.625000,826.875000,804.375000,815.625000,815.546509,18
2005-10-04,832.500000,832.500000,815.625000,832.500000,832.419861,18
2005-10-05,810.000000,832.500000,804.375000,810.000000,809.922058,18
2005-10-06,810.000000,810.000000,798.750000,810.000000,809.922058,18
2005-10-07,815.625000,815.625000,804.375000,815.625000,815.546509,18
2005-10-10,810.000000,815.625000,804.375000,810.000000,809.922058,18
2005-10-11,821.250000,826.875000,810.000000,821.250000,821.171082,18
2005-10-12,832.500000,838.125000,821.250000,832.500000,832.419861,18
2005-10-13,832.500000,838.125000,832.500000,832.500000,832.419861,11386666
2005-10-14,832.500000,843.750000,832.500000,832.500000,832.419861,41206663
2005-10-17,832.500000,832.500000,821.250000,821.250000,821.171082,17691109
2005-10-18,815.625000,832.500000,815.625000,815.625000,815.546509,18
2005-10-19,798.750000,821.250000,798.750000,798.750000,798.673157,18
2005-10-20,804.375000,810.000000,804.375000,810.000000,809.922058,3504444
2005-10-21,810.000000,815.625000,798.750000,810.000000,809.922058,18
2005-10-24,810.000000,810.000000,804.375000,810.000000,809.922058,12786665
2005-10-25,810.000000,810.000000,793.125000,793.125000,793.048767,6479999
2005-10-26,787.500000,793.125000,787.500000,787.500000,787.424194,18
2005-10-27,781.875000,787.500000,781.875000,781.875000,781.799805,6326666
2005-10-28,770.625000,781.875000,770.625000,770.625000,770.550781,18
2005-10-31,793.125000,793.125000,765.000000,793.125000,793.048767,18
2005-11-01,781.875000,793.125000,781.875000,781.875000,781.799805,18
2005-11-09,781.875000,781.875000,725.625000,742.500000,742.428528,31751108
2005-11-10,714.375000,742.500000,714.375000,714.375000,714.306335,18
2005-11-11,725.625000,725.625000,703.125000,725.625000,725.555115,18
2005-11-14,714.375000,720.000000,708.750000,714.375000,714.306335,18
2005-11-15,703.125000,731.250000,703.125000,703.125000,703.057312,18
2005-11-16,697.500000,708.750000,697.500000,697.500000,697.432800,18
2005-11-17,703.125000,708.750000,697.500000,703.125000,703.057312,12799999
2005-11-18,714.375000,725.625000,697.500000,714.375000,714.306335,18
2005-11-21,697.500000,720.000000,697.500000,697.500000,697.432800,18
2005-11-22,708.750000,714.375000,697.500000,708.750000,708.681885,10708888
2005-11-23,748.125000,748.125000,720.000000,748.125000,748.053101,18
2005-11-24,742.500000,753.750000,731.250000,742.500000,742.428528,18
2005-11-25,725.625000,742.500000,725.625000,725.625000,725.555115,18
2005-11-28,731.250000,736.875000,725.625000,731.250000,731.179626,18
2005-11-29,731.250000,736.875000,725.625000,731.250000,731.179626,20179998
2005-11-30,748.125000,748.125000,731.250000,748.125000,748.053101,18
2005-12-01,742.500000,753.750000,736.875000,742.500000,742.428528,18
2005-12-02,781.875000,781.875000,748.125000,781.875000,781.799805,18
2005-12-05,776.250000,781.875000,776.250000,776.250000,776.175293,18
2005-12-06,776.250000,787.500000,770.625000,776.250000,776.175293,18
2005-12-07,776.250000,787.500000,770.625000,776.250000,776.175293,9282221
2005-12-08,793.125000,804.375000,787.500000,793.125000,793.048767,18
2005-12-09,793.125000,804.375000,787.500000,793.125000,793.048767,18
2005-12-12,798.750000,804.375000,793.125000,798.750000,798.673157,18
2005-12-13,798.750000,804.375000,793.125000,798.750000,798.673157,18
2005-12-14,787.500000,798.750000,776.250000,787.500000,787.424194,18
2005-12-15,759.375000,787.500000,759.375000,759.375000,759.301941,18
2005-12-16,753.750000,776.250000,753.750000,753.750000,753.677490,10755554
2005-12-19,770.625000,781.875000,759.375000,770.625000,770.550781,18
2005-12-20,776.250000,798.750000,770.625000,776.250000,776.175293,18
2005-12-21,776.250000,787.500000,776.250000,776.250000,776.175293,3420000
2005-12-22,781.875000,781.875000,770.625000,776.250000,776.175293,19231109
2005-12-23,781.875000,787.500000,781.875000,781.875000,781.799805,16802221
2005-12-27,787.500000,787.500000,781.875000,787.500000,787.424194,18
2005-12-28,781.875000,793.125000,781.875000,781.875000,781.799805,3042222
2005-12-29,759.375000,787.500000,759.375000,759.375000,759.301941,18
2006-01-02,759.375000,770.625000,759.375000,765.000000,764.926392,1702222
2006-01-03,765.000000,781.875000,759.375000,765.000000,764.926392,18
2006-01-04,787.500000,793.125000,770.625000,787.500000,787.424194,18
2006-01-05,793.125000,849.375000,793.125000,843.750000,843.668823,112355544
2006-01-06,855.000000,866.250000,832.500000,838.125000,838.044434,38777774
2006-01-09,843.750000,855.000000,826.875000,826.875000,826.795532,19451109
2006-01-11,826.875000,855.000000,826.875000,838.125000,838.044434,36031108
2006-01-12,838.125000,871.875000,838.125000,866.250000,866.166687,71195548
2006-01-13,866.250000,888.750000,866.250000,877.500000,877.415588,54439995
2006-01-16,877.500000,911.250000,871.875000,888.750000,888.664551,40439996
2006-01-17,888.750000,888.750000,866.250000,877.500000,877.415588,29699997
2006-01-18,877.500000,877.500000,860.625000,871.875000,871.791077,71291104
2006-01-19,871.875000,871.875000,860.625000,866.250000,866.166687,8973332
2006-01-20,843.750000,871.875000,843.750000,843.750000,843.668823,18
2006-01-23,843.750000,866.250000,843.750000,849.375000,849.293274,13431110
2006-01-24,855.000000,866.250000,849.375000,855.000000,854.917786,18
2006-01-25,871.875000,877.500000,860.625000,871.875000,871.791077,18
2006-01-26,877.500000,877.500000,866.250000,877.500000,877.415588,18
2006-01-27,888.750000,888.750000,871.875000,888.750000,888.664551,18
2006-01-30,877.500000,883.125000,877.500000,877.500000,877.415588,18
2006-02-01,905.625000,911.250000,883.125000,905.625000,905.537903,18
2006-02-02,911.250000,928.125000,883.125000,922.500000,922.411255,43942218
2006-02-03,894.375000,916.875000,883.125000,894.375000,894.289001,18
2006-02-06,894.375000,905.625000,894.375000,900.000000,899.913391,11906665
2006-02-07,911.250000,911.250000,894.375000,911.250000,911.162354,18
2006-02-08,911.250000,911.250000,888.750000,888.750000,888.664551,25033331
2006-02-09,883.125000,900.000000,877.500000,883.125000,883.040039,18
2006-02-10,883.125000,900.000000,877.500000,900.000000,899.913391,38768885
2006-02-13,888.750000,900.000000,883.125000,888.750000,888.664551,18
2006-02-14,871.875000,888.750000,871.875000,871.875000,871.791077,18
2006-02-15,871.875000,888.750000,871.875000,883.125000,883.040039,17777776
2006-02-16,883.125000,883.125000,877.500000,877.500000,877.415588,5293333
2006-02-17,877.500000,883.125000,877.500000,877.500000,877.415588,18
2006-02-20,877.500000,888.750000,877.500000,888.750000,888.664551,9151110
2006-02-21,888.750000,894.375000,877.500000,888.750000,888.664551,3871111
2006-02-22,883.125000,916.875000,883.125000,905.625000,905.537903,41702218
2006-02-23,905.625000,922.500000,905.625000,922.500000,922.411255,27853331
2006-02-24,911.250000,928.125000,911.250000,911.250000,911.162354,18
2006-02-27,928.125000,933.750000,916.875000,928.125000,928.035706,18
2006-02-28,928.125000,939.375000,922.500000,928.125000,928.035706,21957776
2006-03-01,928.125000,928.125000,905.625000,905.625000,905.537903,44773329
2006-03-02,911.250000,922.500000,911.250000,911.250000,911.162354,18
2006-03-03,922.500000,922.500000,916.875000,922.500000,922.411255,18
2006-03-06,922.500000,922.500000,916.875000,916.875000,916.786743,4815555
2006-03-07,905.625000,916.875000,905.625000,905.625000,905.537903,18
2006-03-08,883.125000,900.000000,883.125000,883.125000,883.040039,18
2006-03-09,911.250000,911.250000,883.125000,911.250000,911.162354,18
2006-03-10,916.875000,928.125000,916.875000,916.875000,916.786743,42373329
2006-03-13,894.375000,916.875000,894.375000,894.375000,894.289001,18
2006-03-14,894.375000,900.000000,894.375000,894.375000,894.289001,18
2006-03-15,894.375000,905.625000,894.375000,900.000000,899.913391,18
2006-03-16,905.625000,911.250000,894.375000,905.625000,905.537903,18
2006-03-17,911.250000,928.125000,911.250000,911.250000,911.162354,18
2006-03-20,939.375000,939.375000,916.875000,939.375000,939.284607,18
2006-03-21,939.375000,961.875000,928.125000,945.000000,944.909058,54915550
2006-03-22,933.750000,945.000000,928.125000,933.750000,933.660156,18
2006-03-23,933.750000,956.250000,933.750000,945.000000,944.909058,41777774
2006-03-24,945.000000,956.250000,939.375000,945.000000,944.909058,7602221
2006-03-27,945.000000,950.625000,939.375000,945.000000,944.909058,12906665
2006-03-28,945.000000,945.000000,939.375000,945.000000,944.909058,6286666
2006-03-29,933.750000,945.000000,933.750000,933.750000,933.660156,18
2006-04-03,928.125000,933.750000,922.500000,928.125000,928.035706,18
2006-04-04,928.125000,939.375000,922.500000,928.125000,928.035706,12246665
2006-04-05,922.500000,933.750000,916.875000,922.500000,922.411255,18
2006-04-06,916.875000,928.125000,905.625000,916.875000,916.786743,18
2006-04-07,945.000000,950.625000,922.500000,945.000000,944.909058,18
2006-04-11,939.375000,956.250000,933.750000,939.375000,939.284607,18
2006-04-12,945.000000,945.000000,933.750000,945.000000,944.909058,18
2006-04-13,945.000000,950.625000,939.375000,945.000000,944.909058,44919996
2006-04-17,973.125000,984.375000,950.625000,973.125000,973.031372,18
2006-04-18,995.625000,1006.880005,978.750000,995.625000,995.529236,18
2006-04-19,1001.250000,1006.880005,990.000000,1001.250000,1001.153748,28868886
2006-04-20,1012.500000,1023.750000,1001.250000,1012.500000,1012.402527,18
2006-04-21,1006.880005,1068.750000,995.625000,1068.750000,1068.647217,76751103
2006-04-24,1068.750000,1102.500000,1057.500000,1063.130005,1063.027710,52057773
2006-04-25,1068.750000,1068.750000,1051.880005,1068.750000,1068.647217,18
2006-04-26,1085.630005,1091.250000,1057.500000,1085.630005,1085.525635,18
2006-04-27,1091.250000,1136.250000,1085.630005,1091.250000,1091.145142,89411102
2006-04-28,1091.250000,1091.250000,1068.750000,1080.000000,1079.896118,17891109
2006-05-01,1091.250000,1091.250000,1068.750000,1091.250000,1091.145142,18
2006-05-02,1091.250000,1091.250000,1074.380005,1080.000000,1079.896118,10973332
2006-05-03,1085.630005,1091.250000,1074.380005,1085.630005,1085.525635,15866665
2006-05-04,1074.380005,1080.000000,1068.750000,1074.380005,1074.276855,18
2006-05-05,1068.750000,1068.750000,1035.000000,1040.630005,1040.529785,23786664
2006-05-08,1080.000000,1080.000000,1040.630005,1080.000000,1079.896118,18
2006-05-09,1074.380005,1085.630005,1068.750000,1074.380005,1074.276855,18
